personLabel	birthDate	startDate	groupBirthPlaceLabel	groupGenreLabels	groupLabelLabels
Lapalux		2008		Downtempo|Glitch (music)|Wonky (music)	Brainfeeder|Ninja Tune
Chilly Gonzales	1972-03-20		Montreal		Arts & Crafts (record label)|Kitty-Yo|No Format!
Joseph Fennimore	1940-04-16	1952	Manhattan	Classical music	
Brian Gardner					
Mian Ghulam Nabi Shori				Tappa	
Shirley Goodman	1936-06-19	1950	New Orleans	Disco|Popular music|R&B	Aladdin Records|Warwick Records (United Kingdom)
Martin Coogan	1961-12-11	1985		Indie rock	Imaginary Records|Virgin Records
Alfredo Hernández		1985		Hard rock|Heavy metal music|Palm Desert Scene|Stoner rock	Duna Records|Elektra Records
Ruhama Raz		1977		Folk music	
David Werner (musician)				Rock music	Epic Records
Amity Dry	1978-01-09	2003		Pop music	
Al De Lory	1930-01-31	1950	Los Angeles	Country music|Pop music|Surf rock	Capitol Records
Julian Le Play	1991-06-27	2010	Vienna	Pop music	
Phina Mugerwa					
Allen Toussaint	1938-01-14	1958	New Orleans	Blues|Funk|Jazz|Rhythm and blues|Soul music|Southern soul	Elektra Records|Instant Records|Minit Records|Nonesuch Records|RCA Victor|Reprise Records|Rounder Records|Scepter Records|Warner Bros. Records
Milan Nikolić (musician)	1979-07-02		Jagodina		
Alba Trissina					
Sophie Trudeau		1999		Post-rock	Bangor Records|Constellation Records (Canada)|Kranky Records
Jules Barbier					
Niño Ricardo	1904-07-11			Flamenco	
Vic Godard		1976		Punk rock	London Records|Postcard Records|Rough Trade Records
Philip Paul (drummer)	1925-08-11	1938		Jazz	King Records (United States)
David Newman (singer)	1963-12-31	1986	Philadelphia	Kirtan|Singer-Songwriter|World Music	Nettwerk
Jake Pitts		1999		Glam metal|Hard rock|Heavy metal music|Metalcore	Lava Records|Standby Records
Quincy Jones	1933-03-14	1951	Chicago	Big band|Bossa nova|Funk|Hip hop music|Jazz|Pop music|Rhythm and blues|Rock and roll|Soul music|Swing music	ABC Records|Columbia Records|Epic Records|Interscope Records|Mercury Records|Qwest Records|Warner Bros. Records
Mircea Florian (musician)	1949-12-05	1965	Satu Mare	Acoustic rock|Aleatoric music|American folk music revival|Avant-garde jazz|Experimental rock|Folk rock|Minimal music|New wave music|Progressive rock|Psychedelic folk|Psychedelic music	Electrecord
Bill Page	1925-09-11			Big Band|Classical music|Jazz|Orchestra	
Stu G	1963-07-06			Acoustic music|Alternative rock|Christian rock|Hard rock	
Kelly Key	1983-03-03	2001	Rio de Janeiro	Contemporary R&B|Kizomba|Pop music	Deckdisc|Som Livre|Sony Music|Warner Music
Sintax the Terrific		1993	Ann Arbor, Michigan	Christian hip hop	
Ian Matthews (drummer)	1971-06-20		Bristol	Indie rock	
Francesca Battistelli	1985-05-18	2002	New York City	Contemporary Christian music|Pop music|Soul music	Fervent Records|Warner Bros. Records
Kal P. Dal	1949-01-28	1960		Rock and roll	Sonet Records
Horace Parlan	1931-01-19		Pittsburgh	Avant-garde jazz|Bebop|Post-bop|Third stream	Blue Note Records|SteepleChase Records
Karel Pexidr	1929-11-04	1958	Prague		
Timmy Thomas	1944-11-13	1960	Evansville, Indiana	Rhythm and blues|Soul music	Gold Mountain Records|Marlin Records|TK Records
Nils Økland (musician)	1961-01-07			Contemporary music|Jazz	ECM Records|Hot Club Records|List of Hubro albums|NorCD
Ben Caplan		2006		Folk music	
Andy McGhee	1927-11-03	1950	Wilmington, North Carolina	Jazz	
Ric Formosa	1954-09-01	1974			
Myra Taylor (singer)	1917-02-24	1940	Bonner Springs, Kansas	Vocal jazz	
Mick Softley		1960		Folk music	Columbia Records
Roland Clark	1965-11-07	1987	Newark, New Jersey	Deep house|House music|Pop music|Soul music|Techno	Defected Records|Skint Records|Strictly Rhythm
Keith Ape	1993-12-25	2012	Seoul	Cloud rap|Hip hop music|Trap music	
Runa Laila	1952-11-17	1969	Sylhet	Fusion music|Ghazal|Pop music	
Mathias Blad	1973-05-29	1992		Musical theatre|Power metal	Metal Blade Records
Chris Eldridge		2000		Bluegrass music|Progressive bluegrass	Nonesuch Records
Raymond Berthiaume	1931-05-09		Laval, Quebec	Jazz	
Laura Cortese					
Gianandrea Gavazzeni			Bergamo		
Kathryn Roberts	1974-11-26	1994		Acoustic folk|Electric folk|Folk music of England|Folk rock	
Mona McBurney					
Jon Lord	1941-06-09	1960	Leicester	Blues rock|Classical music|Hard rock|Heavy metal music|Jazz|Jazz fusion|Progressive rock|Rock music	EMI|Harvest Records|Purple Records
Jason Solowsky	1977-11-09	2002		Film score	
Alf Klimek	1956-02-03	1977	Melbourne		
Kate Walsh (singer)	1983-02-20	2003		Acoustic music|Folk music	Kitchenware Records|Universal Records
Steffen Brandt	1953-06-14		Aarhus	Pop rock	
Virginia Mayhew			San Francisco	Jazz	
Unni Løvlid	1976-03-23	1997		Folk music	Grappa Music
Keshav (musician)	2003-03-01	2010	Chennai	Hindustani classical music	
Adibah Noor		1996		Pop music|R&B	
Lisa Middelhauve	1980-11-28	2000	Bielefeld	Symphonic metal	Drakkar Entertainment
Bill Frakes		1979			
Leonid Soybelman	1966-07-20	1986	Bălți	Alternative rock|Electronic music|Experimental music|Free jazz	Tzadik (record label)
The Widowmaker – Ian Easton	1983-01-19	2008		Americana (music)|Folk music|Psychedelic folk	
Guy Manning	1957-01-20	1999		Progressive rock	ProgRock Records
Alan Steward		1976		Dance Music|Electronic music|House music|Smooth Jazz|World fusion music	
Yip Harburg	1896-04-08		New York City		
Laurika Rauch	1950-11-01		Cape Town		
Casino Versus Japan		1998		Ambient music|Electronic music|Intelligent dance music	Carpark Records|City Centre Offices
Clay Crosse	1967-02-11	1994		Contemporary Christian music|Inspirational music	Reunion Records
Howlin' Wolf	1910-06-10	1940		Chicago blues	Cadet Records|Chess Records|MCA Records
Hadda Brooks	1916-10-29	1940	Los Angeles	Blues music|Boogie-woogie (music)|Jazz|Rhythm and blues	Crown Records|Modern Records|Oldie Blues|Point Blank Records|Virgin Records
Sophie Lebrun					
Rešad Bešlagić		1928	Tuzla		
Josef Lhévinne	1874-12-13		Oryol	Classical music	
Reine Fiske	1972-10-04			Prog-rock	Subliminal Sounds
János Négyesy	1938-09-13	1970	Budapest	Classical Music	
Bola Are	1954-10-01	1977			
Bronisław Kaper	1902-02-05				
Steve Kleisath		1989		Avant-garde music|Experimental music|Hardcore punk|Rock music	
Michiru Ōshima	1961-03-16	1992	Nagasaki	Ambient music|Classical music|Electronic music|Orchestral	
Loren Mazzacane Connors	1949-10-21	1978	New Haven, Connecticut	Blues|Experimental music|Outsider music	Northern Spy
Leo Moran	1964-11-09	1970	Galway	Folk music|Roots rock	
Geo Meneses	1974-03-22		Oaxaca City	World Music	
Bisera Veletanlić	1942-09-15	1960	Sisak		
Jude (singer)	1970-10-16	1997		Acoustic music|Independent music|Rock music	Maverick Records|Naïve Records
Jikki	1935-11-03	1948	Chennai	Film music|Indian classical music	
Henry Saiz		2006	Madrid	Alternative dance|Disco|Experimental music|House music|Techno	Bedrock Records
Tahmoures Pournazeri	1977-02-08	1989	Kermanshah	Persian traditional music	
Pepper MaShay		1977		Blues music|Dance music|Gospel Music|Pop music|R&B|Soul music	
Celius Dougherty	1902-05-27		Glenwood, Minnesota		
Robby Steinhardt	1950-05-25			Progressive rock|Rock music	
Mick Moloney	1944-11-15	1964		Folk music|Traditional Irish music	
Statik Link	1987-01-03	2011	Chicago|Zanesville, Ohio	Dubstep|Moombahton|Trap (music genre)	
Jul (singer)	1990-01-14	2010		Electro-hop|Pop rap	
Tina Charles (singer)	1954-03-10	1969		Disco	Columbia Records
Gisela João	1983-11-06		Barcelos, Portugal	Fado	
Issa (Senegalese singer)				Contemporary R&B|Pop music|Reggae	Hitlab Music Company
Christofer Drew	1991-02-11	2007			
Johann Vera	1995-12-04	2015		Latin pop|Pop music|Reggaeton	
Snooky Lanson	1914-03-27		Memphis, Tennessee		
Karl Strømme	1976-02-26		Bergen	Jazz	
Luis Nubiola	1974-05-28			Jazz	
Roxanne Potvin	1982-03-31	2002	Regina, Saskatchewan	Blues|Pop music|Roots	
Osman Waqialla		1940			
Cam Avery	1988-04-21		Fremantle|Perth	Alternative rock|Blues|Dream pop|Garage rock|Neo-psychedelia|Psychedelic pop|Psychedelic rock|Space rock	
Young-hu Kim	1981-11-07		Seoul	Contemporary R&B|Dance-pop|K-Pop|Pop music	SM Entertainment
John Robb (musician)		1977		Punk rock|Spoken word	
Matt Colton	1975-03-30	1997			Mute Records|Sony Music Entertainment|Universal Music Group|Warner Bros. Records
Cem Karaca	1945-04-05	1967		Alternative rock|Anatolian rock|Hard rock|Progressive rock|Protest song|Psychedelic rock|Symphonic rock	
Nathan Lawr				Rock music	
Alihan Samedov			Sumqayit	Azerbaijani folk music	
Angelica Agurbash	1970-05-17	1990	Minsk		
Willow Smith	2000-10-31	2007	Los Angeles		
Ash King	1984-08-03	2009		Pop music|Soul music	
Giel Beelen	1977-05-25		Haarlem		
Ben Bowen (musician)	1976-06-05	2001		Children's music|Folk Music	
Bob Bryar	1979-12-31	2004	Chicago		
Spoonie Gee		1978		Funk|Hip hop music	Enjoy Records|Tuff City Records
Mary Halvorson		2002		Avant-garde jazz|Experimental music|Free jazz	Cuneiform Records|Thirsty Ear Recordings
Zeng Yan	1985-07-28	2010		Ambient music|Electronica|Neofolk|New-age music	
Virzha	1990-05-12	2014	Banda Aceh	Pop music|Rock music	
Wes Carroll				Acapella|Indie Rock	
Estela Raval	1935-05-19		Ciudadela, Buenos Aires		
Amy Odell		2001			
Armenchik	1980-08-08	1995	Yerevan	Pop music	
Billy Hinsche	1951-06-29	1965	Manila	Baroque pop|Pop music|Rock music|Surf rock	Capitol Records|Reprise Records
Dean Butterworth	1966-09-26	1986		Alternative rock|Gothic rock|Pop punk|Post-hardcore	
Dorothy Moskowitz		1963		Electronic rock|Experimental rock|Psychedelic rock	Columbia Records|Vanguard Records
Steve Beresford					
Jazz Hamilton			Caguas, Puerto Rico	Jazz|Latin jazz|Salsa music|Smooth jazz	
Paul Bonin		1979			
Anette Askvik	1983-05-07	2011	Stavanger	Art pop|Pop music	
Tony Malaby			Tucson, Arizona	Jazz	
Giriboy	1991-01-24	2011		Korean hip hop	
Bob Seger	1945-05-06	1961	Detroit|Lincoln Park, Michigan	Hard rock|Heartland rock|Pop rock|Rock and roll|Rock music|Roots rock	Cameo-Parkway Records|Capitol Records
Les Gray	1946-04-09	1965		Glam rock	
Johnny Richter (rapper)		1996			Suburban Noize Records
Lars Vaular	1984-09-20	2003		Alternative hip hop	
Samantha J	1994-10-10	2013	Kingston, Jamaica	Dancehall|Pop (music)|Reggae (music)|Reggaefusion	Broadcast Music, Inc.|Columbia Records
Eric Dolphy	1928-06-20	1949	Los Angeles	Avant-garde jazz|Free jazz|Jazz|Post-bop|Third stream	Blue Note Records|Impulse! Records|Mercury Records|Prestige Records|Verve Records
Tony McGuinness (English musician)	1969-04-23	1988		Post-punk|Trance music	Anjunabeats
Rim Banna	1966-12-08				
Marv Johnson	1938-10-15	1956	Detroit		Motorcity Records|Motown Records|United Artists Records
Ivo Fabijan	1950-08-25	1974			
Ryo Okumoto		1978	Osaka	Experimental rock|Progressive rock	
Christian Scharnweber	1972-11-09				
John DeServio		1989		Hard rock|Heavy metal music	
Isaac Carpenter (drummer)	1979-08-29	1995		Alternative rock|Hard rock|Indie rock|Post-grunge|Punk rock	American Recordings (US)|DreamWorks Records|Eagle Rock Entertainment|Eleven Seven Music|The Control Group|V2 Records
Adem Ilhan		2004		Folktronica|Indie folk|Post-rock	Domino Records
Paul Lange (musician)	1857-10-11				
Moses Matovu	1949-06-19				
Andru Branch	1968-06-27	1985		Reggae|World music	
Sid Phillips (musician)	1907-06-14			Jazz	
Steve Porter (producer)		2005		Electronic dance music|Mashup (music)|Progressive house	Porterhouse Media
Salvatore Adamo	1943-11-01	1963			
Daryl Wayne Dasher		2001		Alt-country|American folk music|Folk music	
Dalal Midhat-Talakić	1981-08-05		Sarajevo	Contemporary R&B|Pop music	
Diane Arkenstone	1975-12-01			Folk music|New-age music|World music	
Pierre Vidal (composer)					
Mark Kramer (jazz pianist)	1945-11-03	1980		Chamber jazz|Cool jazz|Jazz|Modal jazz	Concord Music Group|Telarc
Jeff Rona	1957-03-03		Los Angeles	Film Score|Video Game Music	
Maryline Blackburn					
Sherrié Austin	1970-08-28	1992	Sydney	Country music	Arista Nashville|Broken Bow Records|Circus Girl (album)
Jeremy Smith (Australian musician)				Rock music	
Nicholas Bussmann			Berlin		
Shermain Jeremy	1983-06-24	2003		Reggae Pop	
Bhaskar Nath (musician)	1994-09-23				
Peter Miles (musician)	1980-09-29				
Capital Steez	1993-07-07	2009	Brooklyn|New York City	Hip hop music	Cinematic Music Group
Larry Byrom	1948-12-27	1965	Huntsville, Alabama	Blues-rock|Rock music	
Don Butterfield	1923-04-01	1940	Centralia, Washington	Jazz|Western classical music	Atlantic Records
Holger Hiller	1956-12-26	1980		German music|Neue Deutsche Welle	Cherry Red Records|Mute Records
John 'Dusty' King	1909-07-11	1935	Cincinnati		
Olivia Lufkin	1979-12-09	1996	Naha		
Dalia Shusterman	1973-12-25		Montreal	Alternative rock	Burnt Hair Records
Keith Semple	1981-09-20	2001		Rock music	
Johnny Cook	1949-03-22	1970		Southern Gospel	
Dionté BOOM	1991-07-24	2010	Jacksonville, Arkansas|Little Rock, Arkansas	Electronic music|Funktronica|Hip hop music	Day By Day Entertainment
Leyla McCalla	1985-10-03		New York City		
Michael Tree					
Bill Dobslaw		1963	South Bend, Indiana	Pop music|Rock music|Surf music	
Optamus		1996		Australian Hip Hop	Hydrofunk Records|Illusive Sounds|Obese Records
Bill Leverty	1967-01-30	1984	Richmond, Virginia	Hard rock|Melodic rock|Rock music	
Nan Wynn	1915-05-08	1930	Johnstown, Pennsylvania		
Mashiro Ayano		2014		J-pop	Sony Music Entertainment Japan
Daniel Mendez					
Ebo Taylor		1950	Cape Coast	Afrobeat|Highlife|Jazz	Strut Records
Dwele	1978-02-14	2000	Detroit	Contemporary R&B|Jazz|Neo soul|Soul music	E1 Music|Koch Records|Virgin Records
Steve Lee (singer)	1963-08-05	1988	Zürich	Hard rock	
John McNally (musician)	1941-08-30				
Jimmy Levine					
José Fors	1958-07-30	1990	Havana	Experimental music|Hard rock|Heavy metal music	
Michelle Tumes			Adelaide	Contemporary Christian Music	Sparrow Records
Esperanza Spalding	1984-10-18	2000	Portland, Oregon	Bossa nova|Jazz|Jazz fusion|Neo soul|R&B	Heads Up International|Hush Records|Merge Records
Chit Chat Von Loopin Stab		1990		Alternative music|Pop music	
Irène Schweizer	1941-06-02		Schaffhausen	Avant-garde jazz|Free improvisation|Free jazz	
Lucian Ban			Cluj-Napoca	Jazz	
Lin Van Hek			Melbourne		
Christopher Pravdica				Art rock|Experimental rock|Indie rock|Noise rock|Post-rock	Young God Records
Winky D	1983-02-01	2004		Dancehall	
Anttix			Bristol		
Motoaki Takenouchi	1967-07-08	1990		Progressive rock|Symphonic rock|Video game music	
Mick Turner		1979	Melbourne		Drag City (record label)
Janine Gordon				East Coast rap|Hardcore rap|Hip hop music|Rap music	
Eddie Wohl		1990		Hard rock	
Samantha James	1979-06-13	2007	Los Angeles		Om Records
Ciara Considine				Celtic music	
Daklon		1960	Tel Aviv		
Don Menza	1936-04-22	1950	Buffalo, New York	Big band|Jazz|Jazz fusion	
Gökhan Kırdar	1970-06-02	1994	Aydın	Ethnic electronica|Film score|Trip hop|Turkish pop music	
Leroy Sibbles	1949-01-29	1960	Kingston, Jamaica	Reggae	A&M Records|Heartbeat Records|Island Records|Studio One (record label)|Trojan Records
Bolesław Woytowicz			Dunaivtsi		
Sonny J			Liverpool	Electronica	Stateside Records
Joseph Meyer (songwriter)	1894-03-12				
CooRie		2001		Pop music	Lantis (company)
Andy Hallett	1975-08-04	1999	Barnstable, Massachusetts		Rounder Records
Arthur Fiedler	1894-12-17				
Rachel Borovik	1990-04-09	2014	Traverse City, Michigan	Pop music|Soul (music)	
Mads Eriksen (musician)	1962-10-12		Bergen		
Ryan Adams	1974-11-05	1991	Jacksonville, North Carolina		Bloodshot Records|Capitol Records|Lost Highway Records|PAX AM
Sripada Pinakapani	1913-08-03	1930		Carnatic classical music	
Bassem Feghali					
Grace Van Studdiford	1873-01-08	1890			
Fred Warmsley	1988-09-22	2010		Ambient music|Breakcore|Drone music|Hip hop music|New-age music|Noise music	Hospital Productions|Ninja Tune
Giorgio Li Calzi	1965-04-09		Turin	Electronic music|Jazz	
Allen Lowe	1954-04-05	1964		Jazz	
Arlene Bishop					
Big Ed		1992	Richmond, California	Gangster rap|Hip hop music	No Limit Records|Priority Records
Carola Bauckholt			Krefeld		
Mehmood Dhaulpuri	1954-03-23				
Louis Niedermeyer					
Kim Jong-hyun (singer)	1990-04-08		Seoul		
Oliver the 2nd	1985-11-08	2012		Hip hop music	
Dave Grusin	1934-06-26				GRP Records
Karl Burns			Manchester	Post-punk	
Kurt Heinecke					
Deborahe Glasgow	1965-01-19	1977		Lovers rock|Reggae	Greensleeves Records
Ryan Bingham	1981-03-31	2006	Hobbs, New Mexico	Americana (music)|Roots rock	Lost Highway Records
Erika Davies	1981-01-20	2004	Mesa, Arizona	Country music|Jazz|Lounge music	Independent music
Ann Boleyn (singer)	1960-06-14	1972	Seattle	Hard rock|Heavy metal music	Cleopatra Records|Massacre Records|Music For Nations Records|New Renaissance Records|Restless Records|Roadrunner Records
Javine Hylton	1981-12-27	2003		Contemporary R&B|Soul music	Innocent Records|Island Records|Virgin Records
Barry Carl	1950-04-20	1988	Portland, Oregon	A cappella|Classical music	For Life Music
Maggie Macdonald	1952-11-17	1993	Glasgow	Folk music	
James Pants		2006		Boogie (genre)|Electronica|Experimental music|Funktronic|Hip hop music|Noise rock	Stones Throw Records
Rajat Dholakia	1957-10-08	1978	Rajkot		
Sara Mandiano	1958-01-25	1985		Pop music	
Nicola Benedetti	1987-07-20	2005		Classical music	Decca Records|Deutsche Grammophon|Universal Classics and Jazz
Piotr Wiwczarek	1965-10-22		Olsztyn		
Deyan Nedelchev	1964-01-16	1979	Ruse, Bulgaria	Funk|Jazz|Pop music|R&B|Soul music	Balkanton|PolyGram
Mr. Endo G	1980-06-05	2005		Hip hop music	
Wally Stocker	1953-03-27				
Félix Battanchon					
Frida Sandén	1994-05-20	2007		Popular music	
Michael Viner	1944-02-27				
Jim Schwall	1942-11-11	1964		American folk music|Blues	
Martin Hayes (musician)	1962-07-04	1980		Irish traditional music	Green Linnet Records|Real World Records
JurusDiction	1989-10-11	2005		Electro house|Hip hop music	
Marty Feier	1962-07-12	1978	New York City	Garage rock|Jazz|Punk rock|Rock and roll	Sundazed Records
Mischa Levitzki			Kremenchuk		
Uthara Unnikrishnan	2004-06-11	2012			
Jesse Labelle		2001	Toronto		
Taichi Kokubun	1974-09-02	1988	Tokyo	Rock music	J Storm|Sony Music Entertainment|Universal Music Japan
Jon Hendricks	1921-09-16	1957	Newark, Ohio	Jazz	
Scott Moffatt	1983-03-30		Whitehorse, Yukon		
Raya Garbousova	1909-09-25	1923			
Jung Jae-hyung	1970-01-12	1995	Seoul	Ballad|Jazz	Antenna Music
Johar Ali Khan	1967-12-22	1980		Hindustani classical music	
James Blunt	1974-02-22	2003		Pop music|Soft rock	
Teófilo Chantre		1980			
Thad Jones	1923-03-28	1954	Pontiac, Michigan	Bebop|Hard bop|Mainstream jazz|Post-bop	A&M Records|Blue Note Records|Debut Records
Jemeel Moondoc	1951-08-05		Chicago	Jazz	
Dale Winton	1955-05-22	1987			
Bigg Jus		1993	New York City	Hip hop music	Big Dada|Definitive Jux|Mush Records|Sub Verse Music
Don Coleman (musician)		1983		Adult contemporary music|Light rock	
Rinaldo di Capua			Capua		
Luke Dowler	1981-07-18	2005	Kalispell, Montana	Folk music|Pop music|Rock music	
Max Brody		1986	Elgin, Illinois	Experimental music	Sanctuary Records|Warner Music
Le1f	1989-04-06	2008	Manhattan|New York City	Avant-garde rap|Electronic music|Hip hop music	Greedhead|Terrible Records|XL Recordings
Erica Campbell (musician)	1972-04-29	1998	Inglewood, California	Christian R&B|Contemporary R&B|Urban contemporary gospel	Entertainment One Music
Mandy Kane		2002		Alternative music|Indie music	Warner Music
Radio Sloan					Chainsaw Records|Kill Rock Stars|Mr. Lady Records
Kana Asumi	1983-08-12	1999			
Yuki Kajiura	1965-08-06	1992	Tokyo	Anison|Baroque pop|Contemporary classical music|Electronic music|Folk music|New-age music|Orchestral|World music	Victor Entertainment
